text_id,L1,source,text,n_tokens,proficiency,english_ratio,metadata_json
pelic_22619,spanish,pelic,"My partner's name is ANON_NAME_0 ,it doesn't have any meaning in his country and he doesn't have any nickname ; he is from Saudi Arabia ,in his country they used to have a tittle and the tittle that he used is P.T that means Physical Therapist, he is living here 5 months and he is living in Squirrel Hill, he really loves the area, he came here to improve his English he loves do exercises everyday and he will stay here until December.",83,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""86""}"
pelic_22788,spanish,pelic,"I used to go to the gym when I saw a beautiful girl and I talked to her. I introduced her and we started to talk. Next day, I invited her to dance at club and she accepted me the invitation. When we went to club, I thought that I had to tell her that I liked her, so we were dancing when I decided to tell her it, her attitude was very positive. By the time, I told her that I was falling in love of her and that I would like to be the boyfriend of her and she told me that yes. Finally, we were getting married when we were younger. Today, we have a beautiful daughter and we love her too much.",126,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""489"", ""version"": ""1"", ""text_len_nltk"": ""126""}"
pelic_23056,spanish,pelic,"Marriage is an engagement very important for the society, because the base of the society is the family and the family is built from the marriage. However, people have differences that can produce internal conflicts in the couple. It has produced lot of divorces and the porcentage of the divorces is increasing with time. The world change and people too.

There are lot ot consequences of the divorce and this is due to a bad decision in the life. After of a divorce, one of the partners can be unhappiness or happiness depend on of the situation. Sometimes, the divorce is better than a marriage with internal conflicts. It is not just that a couple sacrifice the rest of the life to try of keep a bad relationship. Now, when there are children, it is possible that they can be affected for this problems. Commonly, these children don't have control in their life. Maybe, They express their feeling about situation with rebelliousness forward to family or society. 

The economical part is difficult in the couple, because it is possible that one of the partner wants to stay with more material things. For example, If the couple has houses, car or lot of money at bank, It is possible that is can produce a conflict. It is complicated that the couple can be agree in this point. Generally, it is resolved by a judge of justice depend on the rules of each countries.

In conclusion, a divorce can have differents causes but the effects can be too much. However, there are lot of situations in couples where the divorce is the best option. There are lot of reasons to think in a divorce. Furthermore, before of get married is prudent to analysis all the enviroment of the couple, becuase this is a decision very important.",304,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""486"", ""version"": ""1"", ""text_len_nltk"": ""305""}"
pelic_23088,spanish,pelic,"My best friend is 33 years old and his name is Hugo. He is from Colombia. His major field is an engineer. He is a Ph.D. student. Lina, who is his wife, is an engineer too. We have lot of friends physician. Luis fernando who is his brother in law, is a neurosurgeon. However, the majority of our friends are engineer. The Hugo`s father, who was our biology teacher in the high school, is very strict, but he is very friendly. Hugo, that ended his Master degree in Software engineering, encouraged to do the doctorate because he consider that is very important for his career. His is a person very smart.",111,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""489"", ""version"": ""1"", ""text_len_nltk"": ""112""}"
pelic_23153,spanish,pelic,"Brad Pitt was born on December 18,1963.
He attended the university from 1982 to 1986.
He acted in his first movie in 1989 and received first award for acting in 1996.
He began dating ANON_NAME_0 Aniston in 1998.
Brad and ANON_NAME_0 had separated in January 2005.
He had starts with Angelina Jolie in a movie in June 2005.Magazines reported that they've been dating.
Brad Pitt divorced ANON_NAME_0 Aniston ad finalized in October 2005.
Brad Pitts is still acting in movies and they are stil living together.
He had been acting in 46 movies.",93,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""88""}"
pelic_23154,spanish,pelic,I am ANON_NAME_0 [Last Name] I've been living in Pittsburgh since 2008.I was living in Florida before moving to Pittsburgh.I've lived in Florida for 1 year and after my husband applied to CMU and now he is studying at CMU and he will finish in 2010.I've been studying in the ELI since 2008.,53,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""56""}"
pelic_23156,spanish,pelic,"I met my best friend ANON_NAME_0 while i was living in Peru.I met her the first day of classes, we were doing our practice of Chemistry on the same lab.
She didn't have all her instruments so she asked me if i had all my instruments and if i can shared with her. At that moment we started being friends and we started having classes together ,we graduated together and we are the best friends ever even when we are away of each other.",84,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""87""}"
pelic_23245,spanish,pelic,"""Get Smart"" is a movie directed by Peter Segal, who is a famous film director for his comedies. He had directed many movies, some of which are well known such as The Naked Gun 33 1/3, 50 First Dates, and Nutty Professor II: The Klumps. The movie ""Get Smart"" talks about Maxwell Smart, featured by Steve Carrel, who is working as an analyst in the secret service. Smart is promoted as a secret agent to stop the evil plan of KAOS, the enemy. In his mission Smart is assigned to work with Agent 99, a beautiful and capable woman. The role of Agent 99 is played by ANON_NAME_0 Hathaway. During the mission, Smart and Agent 99 are involved in funny and dangerous situations, many of which make you laugh. During the film they discover that they cannot trust in anyone more than themselves. Finally, the two spies get to stop the KAOS' plan, which is to kill the president of United States of America during a concert where he is attending, and completed the mission. Smart fall in love with Agent 99 and another agent is integrated to the team.",190,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""184""}"
pelic_23303,spanish,pelic,"DANIEL [Last Name]

Marriage is essential engagement for the society; because the base of the society is the family and the family is built form the marriage. However, people have differences that can produce internal conflicts in the couple. It has produced a lot of divorces and the percentage of the divorces is increasing with the time. The world is changing and people too.

There are a lot of consequences of the divorce and this is due to a bad decision in the life. After of a divorce, one of the partners can be an unhappy or happy person depend on of the situation. Sometimes, the divorce is better than a marriage with internal conflicts. It is not just that a couple should sacrifice the rest of the life to try to remain in a bad relationship. Now, when there are children, it is possible that they can be affected by these problems. Commonly, these children don't have control in their life. Maybe, They express their feeling about situation with rebelliousness forward to family or society.

The economical part is difficult in the couple, because it is possible that one of the partner wants to stay with more material things. For example, if the couple has houses, car or lot of money at bank, it is possible that is can produce a conflict. This conflict is complicated when the couple does not agree on this point. Generally, it is resolved by judge of justice depends on rules of each countries.

In conclusion, a divorce can have different causes but many effects. However, there are lot of situations for couples where the divorce is the best option. There is lot of reasons related to divorce. Furthermore, before getting married is prudent to analyze all the environment of the couple, because this is a decision very important.",305,B1+/B2,0.95,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""486"", ""version"": ""1"", ""text_len_nltk"": ""306""}"
pelic_23310,spanish,pelic,"One of the movies I enjoyed the most is Amelie directed by a French Jean-Pierre Jeunet. The movie is excellent in all aspects. The music, whose piano melody fascinates even the most exigent public, the outstanding actuation and the story itself, drive the audience to a continuous explosion of laughs. This funny story is based in the life of Amelie, a young solitaire woman, who dreams with a happier world. Amelie, doesn't search her own happiness, instead, she secretly propitiates cheerful moments to all of her friends. Amelie, whose friends are diverse in character and professions, pursues different curious plans that end-up producing unexpected funny reactions on the lives of the surrounding people. The plans include making garden gnomes travel around the world, writing old love letters from death soldiers, filling shampoo bottles with surprising content, among other crazy ideas. Amelie helps others but doesn't help herself because unconsciously she is afraid of being hurt. She runs away from happiness, hiding from relations that could harm her heart, but that at the same time could give her joy. One of her friends realizes the true about her and initiates a plan to help her wake up from a life without emotions. A crazy man, whose job is to be a seller at a porn store, appears in Amelie's life but she escapes from him although she feels her heart beating. Will she let him go? Would Amelie's friends with their crazies plans allow her to be happy by making her face the light of love? You have to watch this fantastic movie to know how the story ends while laughing with the very funny occurrences of the characters!",278,B2+/C1,1.0,"{""anon_id"": ""ag0"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""284""}"
pelic_23313,spanish,pelic,"BOGOTA AND PITTSBURGH: TWO CITIES CLOSE TO MY HEART. 
I grew up in a big city called Bogota, which is the capital of Colombia, a country located in South America. I changed my permanent residency seven months ago when my husband and I decided to come to Pittsburgh and spend one year. My new life in Pittsburgh has brought me many positive experiences and friends, and also during this time I have missed some good aspects from my hometown. It does not matter how much time I spent in Bogota and Pittsburgh, these cities have played an important role in my life because in both I feel like home. This is the reason why I consider that these cities are similar in many ways, but I also think that these cities are very different, which makes them unique and irreplaceable in some aspects such as weather and transportation. 
Bogota and Pittsburgh have many similarities. The first similarity is that these cities are the place where my best friends live, with whom I have shared many important events. For example, in Bogota I have my school and university friends, with whom I spent my adolescence, my first job experience, and my first years of marriage. In Pittsburgh I got three good friends, one from my country and the other two from Chile and Saudi Arabia, who have helped me to face the challenges in my new life here, and cheered me up when I needed it. Also another similarity is the spots where I can have fun. Pittsburgh and Bogota have a mountain where you can get a better view of the city, a wide range of restaurants to have a good time, and lovely cinemas to go and watch movies. Pittsburgh has places such as Waterfront or South side, and Bogota has places called T-zone, G-zone, Unicentro Mall and Santafe Mall. 
Despite of the fact that Bogota and Pittsburgh have similarities, also these cities are different in some aspects. The first aspect is the weather. While Bogota has a cold weather most of the time, Pittsburgh has four seasons that last three months each one with different conditions. These climate conditions determine the clothes that people have to wear. When I am in Bogota, I should wear warm clothes such as sweater or jacket to protect myself from the cold. In Pittsburgh, I have to change my clothes depending on the season, ranging from summer clothes for the hot weather, such as short pants and swimsuit, to warmer clothes for the winter like coats, gloves and scarf. Changing clothes according with the season means that some articles of clothing that I used in the past season are not fancy anymore in the following year. In Bogota, this does not happen because all the clothes I have are useful all the time. 
 The second difference between Bogota and Pittsburgh is transportation. While Pittsburgh has an organized traffic system, which everybody respects and obeys, Bogota has disorganized traffic, as a consequence of a bad behavior of people who think they can violate the rules. Also, Pittsburgh has another positive point over Bogota: Pittsburgh has a subway and Bogota does not. However, Bogota has an advantage over Pittsburgh because there you can find cheap cabs easily. Pittsburgh does not have many cabs running on the street and are very expensive. The cost of a ride cap in Bogota ($20) is the third of the cost in Pittsburgh ($60). 
In conclusion, Bogota and Pittsburgh are similar and different in many ways. Despite the fact that each city has many advantages and disadvantages over the other one, both cities have brought to me many good time and friends. Also, I have spent good times in both cities and that is why two places are in the bottom of my heart. If I have to choose one city, my favorite would be Bogota. The reason of my decision is that I belong to the city where I grew up. I am Colombian and my identity is in Bogota.",672,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""496"", ""version"": ""1"", ""text_len_nltk"": ""672""}"
pelic_23362,spanish,pelic,"THE EFFECTS OF POVERTY
Poverty is one of the major problems that many countries around the world are facing today. Maybe poverty is considered one of the most important challenges for our generation, and as consequence many governments and non-profit organizations are working together to eliminate it. The importance of eliminating poverty is that it affects many aspects of the human life such as education, standard of living, and job quality. Between all these consequences, in my opinion the most important effect of poverty is not having access to education.
Education is considered a human right but in the case of poor people education can be a luxury. In poor families, all the members are working in any kind of activity, such us selling candies on the streets or helping the parents to grow the crop, to get money for covering some essential expenses like buying the food for everyday or collecting the money for paying the rent. Because the children who work on the streets or help on the crop are considered a source of money, the parents do not allow them to attend school, which generates a lack of education. As a consequence of that, poor people often get low-quality jobs, jobs which anyone can do, and that do not need any special knowledge so usually these jobs are also low-paying. These low-paid jobs do not allow poor people to get out from the poverty, and make their children to repeat the story. 
Poverty is one of the most important challenges that the world faces nowadays because its consequences can be seen in many aspects of the future generations such as education and quality of jobs. Recognizing that the people's life and welfare affect the countries' destiny, eliminating poverty becomes a priority. To be successful in this task, one solution may be to ensure access to education for poor people giving them the tools to get a better-paid jobs, which allow them to improve the standard of living or their family and decrease the possibility that their children experience the same situation.",344,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""496"", ""version"": ""1"", ""text_len_nltk"": ""350""}"
pelic_23473,spanish,pelic,"When I finished my high school, I thought to come to America and get my master degree in economics. But I didn't. If I had come to do my master in America, I would have lived by myself or with one of my sisters. As a consequence of that my parents would have been alone in my home town. I wish I had my parents here. If I had finished my studies here, I would have gotten a good job and lived here. If I had lived here for a long, I wouldn't have married with my husband. If I were not married with my husband, I wouldn't have been able to come to Pittsburgh. If I hadn't had the opportunity to come to Pittsburgh, I wouldn't have learned English in the ELI. If I hadn't taken classes in ELI, I wouldn't get new friends such as Nathali and Reem. I wish I could stay one year more in Pittsburgh. If only my husband were completely happy here.",168,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""175""}"
pelic_23492,spanish,pelic,"If I hadn't study computer science as a major I would have been a civil engineer. Although at the beginning it seemed as a good idea it wasn't. If I hadn't informed myself about the types of jobs these professionals perform, I would have made huge lifetime mistake. If my parents didn't meet a civil engineer, called ANON_NAME_0, who travels around the world constructing electrical dams, I wouldn't have spoken to him about his work. If I hadn't spoke to ANON_NAME_0, I wouldn't have realized on time that most of the time civil engineers work far away from the city and their families. Being so young at that time, if it wasn't for the talk, I wouldn't have noticed that with the time I would like to establish a family with kids and that I would like to spend time with them. In addition, I wouldn't have realized that I love living in the city and that I can't stand being dirty all day long and using those construction boots that make your foot smell. If it wasn't for my parents who realized faster than me a job in construction wasn't for me, I wouldn't have spoken to someone as prepared as ANON_NAME_0, and as a result I probably would be frustrated with my professional life.",216,B2+/C1,1.0,"{""anon_id"": ""ag0"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""233""}"
pelic_23503,spanish,pelic,"ESSAY

Problem: Crime in large cities in Colombia

Colombia is a country with a high level of violence, organized crime and kidnapping. These are big problems in this country. There are many explanations for the high percentage of crimes. The principal reasons are the limited job opportunities and lack of education for the people. In this country there are two social scales: rich people, who are the owner of the factories and poor people, who are professional people, workers, unemployed and people without any education. Besides, there is another scale that is classified as extreme poverty. The hanger, stimulate to people to commit crimes to obtain some of the money, producing of this way violence. If the government has some politics to fight against the poverty, it is probably that decrease the crimes. Politics that can incorporate many opportunities of job, opportunities to buy housing, and more investment in education,

The first solution could be increasing the opportunities of job for the people. For example, in the world there are many lack of nourishment and Colombia can produce different types of foods like rice, bean, plantain, banana, milk, tomato, potato, other fruits and vegetables. Colombia is a country with fertile ground and with different kind of the weather in all the year. The government could produce jobs for people, with more investment in agriculture. These products can be of exportation toward other countries. If people have job, the crimes in the country can decrease.

Another solution would be to increase the investment in housing for poor people. This is an important point, it could be of great help for people, because with job and housing people wouldn't need to commit some sort of crime to survive. It is important that the families feel protected for the their government and that they don't rely on the crimes to obtain some money due to shortage of opportunities to buy the housing.

The best solution is the increase in the investment in education. People can acquire more awareness and personal formation. The education is an aspect very important in the people because with knowledge a country can become powerful. The knowledge is a power social, politic, religious, economic. Also, the education provides better style of life and high qualities of thinking. People need better chance to acquire the education and like that the knowledge could be a definitive solution for the crime.

In conclusion, there are many factors to explain the high crimes rate like lack of job and opportunities to buy housing, although the most important reason is the shortage of education in people. Therefore, if the government concentrate his effort in offer most opportunities to acquire job and housing, it could help a decrease the crimes. Nevertheless, it wouldn't be a strategy with better results than if the government emphasize in education for people. The government should take better decisions to solve this problem. In contrast, the crimes will continue increasing.


Daniel [Last Name]",493,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""486"", ""version"": ""1"", ""text_len_nltk"": ""496""}"
pelic_23514,spanish,pelic,"I was born in Colombia, a beautiful country located in South America and surrounded by the Pacific and Atlantic Ocean. My country is full of exotic places where tourist can go and enjoy, but many people are afraid to visit Colombia because it is famous for bad things like drugs, violence, and illegal groups. When I realize that people have these wrong ideas about my country, I believe, as Walter Lippman stated, that ""stereotypes of social groups invariably prove incomplete and biased"". I cannot deny that Colombia has some social problems, but these ideas of Colombia are incomplete because we also have things worth seeing such as: Tairona National Park, San Agustin City, Amazon Jungle, etc. In addition, my country produces one of the best coffees in the world and has a green gemstone called Esmeralda (Emerald). Also Colombian people are categorized as smart, educated, and commitment people. Since I came to Pittsburgh I have talked about all the positive aspects of my country, without denying the problems we have, and I have gotten surprised because many people have been interested in knowing about Colombia. On the other hand, I have to say that I had some stereotypes in mind about American People before I came to Pittsburgh. My experience studying in this city has showed me that these negative general ideas are not a complete reality of people in a society or country. When I came I thought that American people were cold and unfriendly, but right now I think completely different about it. Finally, do not take decisions in your life based only in negative stereotypes because you might be losing a lot of wonderful and amazing opportunities to meet people, visit places or live experiences that can be incredible and can change your life.",297,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""495"", ""version"": ""1"", ""text_len_nltk"": ""297""}"
pelic_23586,spanish,pelic,"ANON_NAME_0 Baracaldo

The Advice of Older People

Grandparents giving advice is the most natural thing in the world. In my case their comments have been in of two types; the first one annoying and useless due to the difference on perspective and goals; nevertheless, the second type has been very useful and special for these reasons I will always carry my grandparents and their advice in my heart. Here it is some of their advice which sometimes tends to be a sort of order. One of my grandmothers always says: ""It is essential that you go to mass every weekend"". The demand increased during the Holy Week celebration, when she says that it is mandatory the family go to the church. That task is sometimes unpleasant, especially when she tries to make you go to the Seven Words Sermon that ironically last three long hours! However, she gave me great advice about friendship, she suggested that I choose carefully my friends as sometimes people are jealous and have a bad heart. My other grandma always says that it is essential that you have fun and, if you get marry, it better be with the right man! She is so funny and she says that it is crucial that every person of the family take care of each other with love. As for my grandfather, he always demanded that his family be honest. He also insisted that I be proud of myself and my family, always looking up because I am worthy. My other grandfather always says it is indispensable that you work hard to achieve your goals, nothing good will come to you without great work. It is essential grandsons and granddaughters listen to their grandparents' advice because it is for sure they only want the best for their family.",300,B2+/C1,1.0,"{""anon_id"": ""ag0"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""301""}"
pelic_23626,spanish,pelic,"In my bedroom, there are many things that I make feel very good. For example, there is a phone in my bedroom and I can hang it up when my family call me. I have a lamp next to my bed. When I need to light the bedroom, I like to turn it on. I have a laptop and I use it on my desk. Sometimes, I have to look my homeworks up by internet. Everyday, I like to straighten my bedroom up, however my bedroom is desorganized, I don't let in to my girlfriend and I keep her out to my bedroom in this conditions. I think to go on living in this house because it is confortable, and I don't think to give it up for the moment. The enviroment of this bedroom cheer me up.",138,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""489"", ""version"": ""1"", ""text_len_nltk"": ""140""}"
pelic_23647,spanish,pelic,"Problem: Crime in large cities in Colombia

Colombia is a country with a high level of violence, organized crime and kidnapping. These are big problems in this country. There are many explanations for the high percentage of crimes. The principal reasons are the limited job opportunities and lack of education for people. In this country there are two social scales: rich people, who are the owners of the factories and poor people, who are professional people, workers, unemployed and people without any education. In additional, there is another scale that is classified as extreme poverty. The hanger, which stimulate to people to commit crimes to obtain some of the money is producing many violence. The government should have some politics to fight against the poverty. Probably crimes will decrease. Politics should incorporate many opportunities of job, opportunities to buy housing, and more investment in education.

The first solution could be increasing the opportunities of jobs for the people. For example, in the world there is a lack of food and Colombia can produce different types of foods like rice, bean, plantain, celery, banana, spinach, orange, milk, tomato, potato, other fruits and vegetables. Colombia is a country with fertile ground and with different kind of the weather in all the year. The government could produce jobs for people, with more investment in agriculture. These products can be of exportation toward other countries. If people have jobs, crimes in the country can decrease.

Another solution would be to increase the investment in housing for poor people. This is an important point, it could be of great help for people, because with the job and housing, people wouldn't need to commit some sort of crime to survive. It is important that the families feel protected with their government and that they don't count on the crimes to obtain some money due to shortage of opportunities to buy the housing.

The best solution is to increase the investment in education. People can acquire more awareness and personal information. Education is a very important aspect in people because with knowledge, a country can become powerful. Knowledge is a powerful social, politic, religious, and economic. Also, education provides the better style of life and high qualities of thinking. People need the better chance to acquire education and, therefore knowledge could be a definitive solution for crime.

In conclusion, there are many factors to explain the high crimes rate like lack of job and opportunities to buy housing, although the most important reason is the shortage of education in people. Therefore, if the government dedicates his effort to offer most opportunities to acquire job and housing, it could help to decrease the crimes. Nevertheless, it wouldn't be a strategy with better results than if the government emphasize in education for people. The government should think the better decisions to solve this problem. In contrast, crimes will continue increasing with the time.",484,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""486"", ""version"": ""1"", ""text_len_nltk"": ""487""}"
pelic_23679,spanish,pelic,"Problem: Polar bears threatened by global warming.

The global warming is a big problem for the human. However, it has been affected to animals such as the polar bears. Some of theses polar are migrating toward other parts of Artic. If the governments of the countries don't' take care of this issue, it is likely that the population of this polar bears start to decrease. Therefore, some scientist and officials of governments of Canadian, United States, Norway, Russian and Denmark did a statement to protect the population of the polar bears. According to Dr. Meehan (2009), ""The thing we need to do is look to the global community to seriously address and mitigate climate change.""",115,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""486"", ""version"": ""1"", ""text_len_nltk"": ""115""}"
pelic_23722,spanish,pelic,"I received a payment from Magee Women's Hospital i went there for my regular check up that i have with my insurance ,but i don't know what happened because when i signed up the day of my appointment; i let the assistant know about my consult , but when i received my bill i found out that they charged me $150 for my appointment when i don't have to pay anything so i called customer service and she asked me to hold on for 15 minutes and when i made my complain and explained them the situation for more than 30 minutes they told me that they will think about it and they will call me back .
So after a day they called me back and we talked and she found out some information on the chart and came up with something that i didn't expect, the day after my check up i had some doubts and i asked to the doctor about something else and we talked over about a possible treatment on the future , so they said this wasn't part of my check up so i needed to paid. 
Finally she talked to the doctor but they turned down my complain and i figured it out that is just part of the rules so i couldn't do anything so i ended up paying the bill .

After this experience i looked over my insurance papers and i checked out certain details that i didn't know i found out that everything is going to be charged.",259,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""259""}"
pelic_23826,spanish,pelic,"Chili peppers is a fiery fruit from Middle and South America and it has been used in many recipes of different countries like Thailand, North African, Mexican, Malaysia, Indonesia and Middle Eastern. Also, Chili pepers have been famous for its advantage in the health. For example, it reduce pain associated arthritis, diabetes, cluster headaches, etc. Furthermore, it can reduce the bad cholesterol and can increase the metabolic`s rate. Actually, chili pepers is a essential component for many recipes in the world.",81,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""485"", ""version"": ""1"", ""text_len_nltk"": ""82""}"
pelic_23883,spanish,pelic,"The most important elderly people in my life are my parents. My father is seventy three years old and my mother is sixty six years old. I remember when I was teenager that I had many problems with them because I did not understand why they did not let me do many things, and why they wanted to have control over me. Also, I did not understand the pieces of advice that they were giving me all the time. Some of these pieces of advice I remember like it were yesterday. My parents suggested that I have to choose carefully my friends and the people around me because many of them were not real friends. Also my parents insisted that I get a man mature and with good heart for husband. It was important for me to have someone who really loves and takes care of me in good and bad moments. In that time it was difficult because I did not understand why they were taking those actions. After a couple of years I realized that they are right. Many of the friends that I had in that moment are not with me anymore. Only my real friends are with me right now. Also, the boyfriend I had when I was teenager disappeared because he was not interested in having a serious relationship; he was interested in having fun with me for a little while. I am really grateful with God because he gave my parents, who have given me all the support, love, and tools to be confident and successful in my life.",265,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""265""}"
pelic_23884,spanish,pelic,"Recently, I saw a movie called Spanglish. This movie talks about a Mexican woman who came to America to get a better live for her and her daughter. I was impressed by the fact that she did not speak English after years living in America. Suddenly, she decided to change her job and she was hired for cleaning in a house of an American Family. It is funny that she could not establish a good communication because it was the main cause of many enjoyable situations between her and all the members of the family, especially the mother. It was amusing how the actress, who played the role of Mexican woman, acted so well. She could do all this body language that showed you all her thoughts without saying any word. That she had a strong accent is another interesting part of the movie. I believe this movie is good to see because it shows how foreign people, whose native language is Spanish, face many difficulties trying to get the language correctly. Finally, she quit the job because she fell in love with the father of the house.",188,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""188""}"
pelic_23887,spanish,pelic,"Recently, I saw a movie called Spanglish. This movie talks about a Mexican woman who came to America to get a better live for her and her daughter. I was impressed by the fact that she did not speak English after years living in America. Suddenly, she decided to change her job and she was hired for cleaning in a house of an American Family. It is funny that she could not establish a good communication because it was the main cause of many enjoyable situations between her and all the members of the family, especially the mother. It was amusing how the actress, who played the role of Mexican woman, acted so well. She could do all this body language that showed you all her thoughts without saying any word. That she had a strong accent is another interesting part of the movie. I believe it is good to see this movie because it shows how foreign people, whose native language is Spanish, face many difficulties trying to get the language correctly. Finally, she quit the job because she fell in love with the father of the house.",189,B2+/C1,1.0,"{""anon_id"": ""gs6"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""3"", ""text_len_nltk"": ""189""}"
pelic_23963,spanish,pelic,"Some of the things that i regret is when i went to Dental School after that i graduated i took just one year and a half as a volunteer ,i should have taken more practices as a volunteer in different hospitals and have done more practices hours ,i wished i should have done that , i think i could have gotten more experience in my field because i might have learned more about this experiences.
Now i had to work hard to reach all my goals.",86,B1+/B2,1.0,"{""anon_id"": ""cy6"", ""gender"": ""Female"", ""level_id"": ""4"", ""course_id"": ""479"", ""version"": ""1"", ""text_len_nltk"": ""85""}"
pelic_23984,spanish,pelic,"I should go to reality Tv. But, I must find the way to survive in this place, because we might go to desert island for two weeks, and we must not have some things to live there. However, we might have 3 things to bring with them. I think that I may choose a knife because I could cut many things. I had better to bring a matches because I will need fire to acquire hot. Finally, I have got to bring a cord, because I might use the cord to build a house.",94,B1+/B2,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""4"", ""course_id"": ""489"", ""version"": ""1"", ""text_len_nltk"": ""93""}"
pelic_24023,spanish,pelic,"ANON_NAME_0 Baracaldo

 A Funny Story


During my college time I attended a lot of classes that where pretty much similar in the sense that nothing strange or unusual ever happened. Nevertheless, one day in my algorithms class something quite funny made the entire class start talking and laughing without control. We were all sitting and paying attention when the teacher announced that we had a special guest that day. The guest arrived, presented himself and started talking about the class subject. Soon, everybody was murmuring, which is consider to be very rude in my country, but no one could help it. The whispering was followed by a soft laugh. I guess all the students knew what was going on, when near the end of the class a student raised his hand and the guest very politely said he was glad to answer his question. So, the student said the most unexpected thing: ""Well I was wondering if you could close your pant's zipper, I can't see your underwear!"" It was the most hilarious situation ever! The man blushed in just a few seconds and everybody in the classroom was laughing without any restraints. It was something very unlucky for the teacher, but what could we do?? no every day someone walks in to give a class with an open zipper!",220,B2+/C1,1.0,"{""anon_id"": ""ag0"", ""gender"": ""Female"", ""level_id"": ""5"", ""course_id"": ""499"", ""version"": ""1"", ""text_len_nltk"": ""223""}"
pelic_24113,spanish,pelic,"My favorite legend is about of the Precolombian Indians. They were called Calima Indians. They were located in the Southwestern of Colombia. Currently, This town is named Darien and there is a lake. This place is close to Cali, that is the second city of Colombia. They were used to hide all the gold in the lake that was found.

That has been a very attractive for the curious people since the ambition of the people don't have limits. No one has been able to find gold in this lake. On the other hand, many people have died for trying to find the famous gold of the Calima Indians. Perhaps, this legend was produced of the imagination of the some businessman that wanted to makes this area in a touristic site.

Nonetheless, in this lake has occurred any vehicles accidentes's and when the scuba divers have tried to rescue the people and the cars, are not appear and they have been declared as disappared. According to the native indians, the soul of the ancestors is claiming for the gold that has been stolen.",183,B2+/C1,1.0,"{""anon_id"": ""df4"", ""gender"": ""Male"", ""level_id"": ""5"", ""course_id"": ""537"", ""version"": ""1"", ""text_len_nltk"": ""185""}"
